codigo;dia;mes ;año;latitud (N);longitud (W);sitio;Zonificación;sitio en extenso;observador;compañero;lado;survey other_depth_information;transecto;direccion;temperatura;Visibilidad;Corriente;tiempo inicio;tiempo final;profunidad inicial;profunidad  final;GeneroEspecie;talla;abundancia
ISPMAC-011107-FP-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Flaviano Pelayo ;Ulises Becerra;Izquierdo;near_bottom;3;290;19;8;Moderada;9:56:00;10:29:00;15;15;Cephalopholis panamensis;15;1
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Stegastes rectifraenum;4;11
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Stegastes rectifraenum;5;17
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Stegastes rectifraenum;6;5
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Stegastes rectifraenum;7;8
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Bodianus diplotaenia;7;4
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Bodianus diplotaenia;20;2
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Chromis atrilobata;5;136
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Halichoeres dispilus;4;7
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Holacanthus passer;5;4
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Holacanthus passer;10;2
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Holacanthus passer;15;1
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Serranus psittacinus;10;5
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Paranthias colonus;5;1
ISPMAC-011107-DT-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;1;330;19;4;Moderada;9:56:00;10:31:00;15;15;Thalassoma lucasanum;5;3
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;5;3
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;6;4
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;4;9
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Chromis atrilobata;5;205
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres chierchiae;4;5
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres chierchiae;5;6
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Holacanthus passer;20;2
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Diodon holocanthus;20;1
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Muraena lentiginosa;20;1
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres dispilus;5;3
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres dispilus;7;4
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Thalassoma lucasanum;6;4
ISPMAC-011107-DT-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;2;330;19;4;Ligera;9:56:00;10:31:00;15;15;Serranus psittacinus;6;3
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;4;6
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;5;12
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Bodianus diplotaenia;5;3
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Bodianus diplotaenia;15;6
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Bodianus diplotaenia;25;1
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Chromis atrilobata;5;210
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres dispilus;10;6
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Mycteroperca rosacea;10;1
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Thalassoma lucasanum;7;6
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres chierchiae;5;1
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres chierchiae;4;11
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Serranus psittacinus;5;5
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Serranus psittacinus;10;1
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Paranthias colonus;5;8
ISPMAC-011107-DT-I-15-3-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;Noé Bustamante;Izquierdo;near_bottom;3;330;19;4;Ligera;9:56:00;10:31:00;15;15;Balistes polylepis;25;1
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;10;8
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Stegastes rectifraenum;5;35
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Bodianus diplotaenia;15;11
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Chromis atrilobata;5;210
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Halichoeres dispilus;5;16
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Holacanthus passer;15;3
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Serranus psittacinus;5;10
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Epinephelus labriformis;20;1
ISPMAC-011107-NB-I-15-1-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;1;330;10;4;Ligera;9:56:00;10:31:00;15;15;Scorpaena mystes;15;1
ISPMAC-011107-NB-I-15-2-F;1;11;2007;28.38863;-112.30396;Arroyo del Cartelón;Zona de Pesca ;Arroyo del Cartelón, Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;Daniel Torres;Izquierdo;near_bottom;2;330;10;4;Ligera;9:56:00;10:31:00;15.8;15.8;Stegastes rectifraenum;10;5
