Dia;Mes;Ano;Estado;Comunidad;Sitio;Latitud;Longitud;Habitat;Zonificacion;TipoProteccion;ANP;Buzo Monitor;Hora inicial buceo;Hora final buceo;Profundidad inicial;Profundidad final;Temperatura;Visibilidad;Corriente;Transecto;Genero;Especie;GeneroEspecie;Sexo;Talla;PromedioTalla;Abundancia
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Stegastes;rectifraenum;Stegastes rectifraenum;NA;7;NA;8
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Bodianus;diplotaenia;Bodianus diplotaenia;NA;7;NA;4
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Bodianus;diplotaenia;Bodianus diplotaenia;NA;20;NA;2
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;136
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Halichoeres;dispilus;Halichoeres dispilus;NA;4;NA;7
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Holacanthus;passer;Holacanthus passer;NA;5;NA;4
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Holacanthus;passer;Holacanthus passer;NA;10;NA;2
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Holacanthus;passer;Holacanthus passer;NA;15;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Serranus;psittacinus;Serranus psittacinus;NA;10;NA;5
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Paranthias;colonus;Paranthias colonus;NA;5;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Moderada;1;Thalassoma;lucasanum;Thalassoma lucasanum;NA;5;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;6;NA;4
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;4;NA;9
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;205
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Halichoeres;chierchiae;Halichoeres chierchiae;NA;4;NA;5
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Halichoeres;chierchiae;Halichoeres chierchiae;NA;5;NA;6
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Holacanthus;passer;Holacanthus passer;NA;20;NA;2
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Diodon;holocanthus;Diodon holocanthus;NA;20;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Muraena;lentiginosa;Muraena lentiginosa;NA;20;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Halichoeres;dispilus;Halichoeres dispilus;NA;5;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Halichoeres;dispilus;Halichoeres dispilus;NA;7;NA;4
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Thalassoma;lucasanum;Thalassoma lucasanum;NA;6;NA;4
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;2;Serranus;psittacinus;Serranus psittacinus;NA;6;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;4;NA;6
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;12
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Bodianus;diplotaenia;Bodianus diplotaenia;NA;5;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Bodianus;diplotaenia;Bodianus diplotaenia;NA;15;NA;6
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Bodianus;diplotaenia;Bodianus diplotaenia;NA;25;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;210
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Halichoeres;dispilus;Halichoeres dispilus;NA;10;NA;6
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Mycteroperca;rosacea;Mycteroperca rosacea;NA;10;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Thalassoma;lucasanum;Thalassoma lucasanum;NA;7;NA;6
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Halichoeres;chierchiae;Halichoeres chierchiae;NA;5;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Halichoeres;chierchiae;Halichoeres chierchiae;NA;4;NA;11
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Serranus;psittacinus;Serranus psittacinus;NA;5;NA;5
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Serranus;psittacinus;Serranus psittacinus;NA;10;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Paranthias;colonus;Paranthias colonus;NA;5;NA;8
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Daniel Torres;0.413888889;0.438194444;15;15;19;4;Ligera;3;Balistes;polylepsis;Balistes polylepis;NA;25;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Stegastes;rectifraenum;Stegastes rectifraenum;NA;10;NA;8
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;35
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Bodianus;diplotaenia;Bodianus diplotaenia;NA;15;NA;11
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;210
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Halichoeres;dispilus;Halichoeres dispilus;NA;5;NA;16
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Holacanthus;passer;Holacanthus passer;NA;15;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Serranus;psittacinus;Serranus psittacinus;NA;5;NA;10
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Epinephelus;labriformis;Epinephelus labriformis;NA;20;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15;15;10;4;Ligera;1;Scorpaena;mystes;Scorpaena mystes;NA;15;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;10;NA;5
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Stegastes;rectifraenum;Stegastes rectifraenum;NA;5;NA;8
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;20;NA;3
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;25;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Bodianus;diplotaenia;Bodianus diplotaenia;NA;10;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Chromis;atrilobata;Chromis atrilobata;NA;5;NA;125
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Serranus;psittacinus;Serranus psittacinus;NA;5;NA;6
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Serranus;psittacinus;Serranus psittacinus;NA;15;NA;5
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Serranus;psittacinus;Serranus psittacinus;NA;3;NA;1
1;11;2007;Sonora;Bahía de Kino;Arroyo del Cartelón;28.38863;-112.30396;Arrecife Rocoso;Pesca;;Reserva de la Biosfera Isla San Pedro Mártir;Noé Bustamante;0.413888889;0.438194444;15.8;15.8;10;4;Ligera;2;Mycteroperca;rosacea;Mycteroperca rosacea;NA;10;NA;2
